body,intent
"Dear Alexander Dominguez, please find the attached invoice for your order placed on 1974-04-08. Invoice number: 3e97fa4f-21bd-4efd-8178-55615297a18f.",invoice
You are cordially invited to our annual conference on 1983-04-05 at Cobb-Mcclure.,invite
"Dear Connie Wheeler, please find the attached invoice for your order placed on 2015-01-12. Invoice number: 08279fc6-5e19-4b61-8b85-f657d75a4bd7.",invoice
"As per the new compliance regulation dated 2005-03-20, we request you to update your policy documentation accordingly.",regulation
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
You are cordially invited to our annual conference on 2024-12-19 at Escobar-Giles.,invite
"As per the new compliance regulation dated 1979-03-02, we request you to update your policy documentation accordingly.",regulation
"Dear Diana Cantrell, please find the attached invoice for your order placed on 1976-01-31. Invoice number: 95389d26-0a51-4c40-a284-23fb695ba032.",invoice
"Dear Lisa Larson, please find the attached invoice for your order placed on 1975-01-09. Invoice number: 1236d96b-6821-4fe6-a1c4-9fb66110decd.",invoice
"As per the new compliance regulation dated 2016-02-21, we request you to update your policy documentation accordingly.",regulation
You are cordially invited to our annual conference on 1986-06-18 at Jones Inc.,invite
We are looking to get a quote for the supply of enhance value-added vortals products. Please share your quotation at the earliest.,RFQ
"Dear Jennifer Fernandez, please find the attached invoice for your order placed on 1976-11-23. Invoice number: 62788257-1a9c-4590-a4ec-a17dca718b43.",invoice
"You are cordially invited to our annual conference on 1979-12-04 at Olson, Park and Haynes.",invite
We are looking to get a quote for the supply of benchmark web-enabled paradigms products. Please share your quotation at the earliest.,RFQ
"As per the new compliance regulation dated 2009-06-23, we request you to update your policy documentation accordingly.",regulation
"You are cordially invited to our annual conference on 2021-06-07 at Golden, Mcdonald and Simmons.",invite
We are looking to get a quote for the supply of synthesize mission-critical metrics products. Please share your quotation at the earliest.,RFQ
We are looking to get a quote for the supply of morph real-time communities products. Please share your quotation at the earliest.,RFQ
"Dear Ryan Olson, please find the attached invoice for your order placed on 1997-09-14. Invoice number: d187a55d-a774-4cd7-8092-f271c4f0fd9e.",invoice
"Dear Barbara Guerrero, please find the attached invoice for your order placed on 1988-03-23. Invoice number: 8b51aae5-d06f-491e-8089-327b57de6531.",invoice
We are looking to get a quote for the supply of incubate bricks-and-clicks mindshare products. Please share your quotation at the earliest.,RFQ
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"As per the new compliance regulation dated 2007-01-23, we request you to update your policy documentation accordingly.",regulation
"As per the new compliance regulation dated 1970-03-18, we request you to update your policy documentation accordingly.",regulation
"As per the new compliance regulation dated 1996-06-16, we request you to update your policy documentation accordingly.",regulation
"Dear John Morales, please find the attached invoice for your order placed on 1996-11-18. Invoice number: 63b138cb-d10e-43e8-a442-848144245346.",invoice
"Dear Robert Montgomery, please find the attached invoice for your order placed on 1979-08-04. Invoice number: 3eda5a08-43d4-489d-bb63-8d9d59843ce5.",invoice
"Dear Rebecca Lambert, please find the attached invoice for your order placed on 2007-03-08. Invoice number: d34345a2-61d4-4dee-8191-ed2be5044fbb.",invoice
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"Dear Martin Baird, please find the attached invoice for your order placed on 1987-04-24. Invoice number: 343f9e65-504d-4603-8f98-9900d4c3bb51.",invoice
"You are cordially invited to our annual conference on 1980-11-08 at Hartman, Rodriguez and Cox.",invite
"Dear James Zhang, please find the attached invoice for your order placed on 1975-01-11. Invoice number: 8a804c30-36da-468d-932f-40c89cb9d56d.",invoice
We are looking to get a quote for the supply of expedite impactful e-services products. Please share your quotation at the earliest.,RFQ
We are looking to get a quote for the supply of seize virtual paradigms products. Please share your quotation at the earliest.,RFQ
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
You are cordially invited to our annual conference on 1987-02-01 at Hunt LLC.,invite
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
We are looking to get a quote for the supply of extend mission-critical eyeballs products. Please share your quotation at the earliest.,RFQ
We are looking to get a quote for the supply of whiteboard one-to-one convergence products. Please share your quotation at the earliest.,RFQ
"Dear Chad Richardson, please find the attached invoice for your order placed on 1978-12-25. Invoice number: 0e8e136a-2bcd-40a5-bdf3-d114ec2d37bd.",invoice
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"Dear Melanie Griffin, please find the attached invoice for your order placed on 1990-01-22. Invoice number: 0f7230de-907f-438f-906a-adb9621991c6.",invoice
You are cordially invited to our annual conference on 1990-01-03 at Clark LLC.,invite
We are looking to get a quote for the supply of harness 24/7 communities products. Please share your quotation at the earliest.,RFQ
"Dear Ian Mendoza, please find the attached invoice for your order placed on 2000-12-19. Invoice number: 3c8c2c9c-f954-4cd7-842d-3dd365da8ac0.",invoice
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
You are cordially invited to our annual conference on 2014-01-06 at Lee Group.,invite
"Dear Johnathan Johnson, please find the attached invoice for your order placed on 1981-07-04. Invoice number: eae7a973-572f-457c-9c8c-3f0e35f2b68d.",invoice
We are looking to get a quote for the supply of morph clicks-and-mortar portals products. Please share your quotation at the earliest.,RFQ
"You are cordially invited to our annual conference on 1988-04-11 at Schmidt, Parker and Carney.",invite
"Dear Matthew Davis, please find the attached invoice for your order placed on 2001-10-21. Invoice number: 2fb00a1a-26c9-412a-a31c-3cf2e99ea2b9.",invoice
